"BEST.ZCH1_SOLL";"BEST.ZCH2_SOLL";"BEST.ZCH3_SOLL";"BEST.GESAMT_SOLL";"BEST.ZCH1_IST";"BEST.ZCH2_IST";"BEST.ZCH3_IST";"BEST.GESAMT_IST";"BEST.ZFW";"BEST.ZFW_NEW";"BEST.MIN_REL";"INDEX";"CORRECT_ZFW";"ERR_BEST_ZFW";"CORRECT_T1";"ERR_BEST_T1"
7;3;1;11;2;1;1;4;4,90476190476191;3,24302618535723;0,286;2021;TRUE;NA;TRUE;NA
7;3;1;11;3;1;1;5;3,61904761904762;3,30208791212652;0,333;3035;TRUE;NA;TRUE;NA
7;3;1;11;3;2;1;6;2,61904761904762;3,33894523865456;0,429;3931;TRUE;NA;TRUE;NA
7;3;1;11;4;2;1;7;1,61904761904762;3,35329878481191;0,571;5040;TRUE;NA;TRUE;NA
7;3;1;11;5;2;1;8;0,904761904761905;3,35678707238088;0,667;6095;TRUE;NA;TRUE;NA
7;3;1;11;5;3;1;9;0,571428571428571;3,35814553489968;0,714;6870;TRUE;NA;TRUE;NA
7;3;1;11;6;3;1;10;0,142857142857143;3,35899328012099;0,857;7648;TRUE;NA;TRUE;NA
7;3;1;11;7;3;1;11;0;3,35919930440829;1;8221;TRUE;NA;TRUE;NA
8;2;1;11;0;0;0;0;11;0;0;63;TRUE;NA;TRUE;NA
8;2;1;11;0;0;1;1;10;1;0;149;TRUE;NA;TRUE;NA
8;2;1;11;0;1;1;2;8,5;2;0;456;TRUE;NA;TRUE;NA
8;2;1;11;1;1;1;3;6,625;3;0,125;1144;TRUE;NA;TRUE;NA
8;2;1;11;2;1;1;4;5;3,29003234654004;0,25;2020;TRUE;NA;TRUE;NA
8;2;1;11;3;1;1;5;3,625;3,37415110857956;0,375;3034;TRUE;NA;TRUE;NA
8;2;1;11;4;1;1;6;2,5;3,39854827052193;0,5;4127;TRUE;NA;TRUE;NA
8;2;1;11;4;2;1;7;2;3,40562423664899;0,5;5039;TRUE;NA;TRUE;NA
8;2;1;11;5;2;1;8;1,125;3,41270020277605;0,625;6094;TRUE;NA;TRUE;NA
8;2;1;11;6;2;1;9;0,5;3,41475246183592;0,75;7016;TRUE;NA;TRUE;NA
8;2;1;11;7;2;1;10;0,125;3,41534768334676;0,875;7751;TRUE;NA;TRUE;NA
8;2;1;11;8;2;1;11;0;3,41552031683826;1;8285;TRUE;NA;TRUE;NA
9;1;1;11;0;0;0;0;11;0;0;62;TRUE;NA;TRUE;NA
9;1;1;11;0;0;1;1;10;1;0;148;TRUE;NA;TRUE;NA
9;1;1;11;0;1;1;2;9;2;0;455;TRUE;NA;TRUE;NA
9;1;1;11;1;1;1;3;7,11111111111111;3;0,111;1143;TRUE;NA;TRUE;NA
9;1;1;11;2;1;1;4;5,44444444444444;3,33279332745973;0,222;2019;TRUE;NA;TRUE;NA
9;1;1;11;3;1;1;5;4;3,44354472626144;0,333;3033;TRUE;NA;TRUE;NA
9;1;1;11;4;1;1;6;2,77777777777778;3,48040205278949;0,444;4126;TRUE;NA;TRUE;NA
9;1;1;11;5;1;1;7;1,77777777777778;3,49266792512602;0,556;5227;TRUE;NA;TRUE;NA
9;1;1;11;6;1;1;8;1;3,4967499255951;0,667;6255;TRUE;NA;TRUE;NA
9;1;1;11;7;1;1;9;0,444444444444444;3,49810838811389;0,778;7136;TRUE;NA;TRUE;NA
9;1;1;11;8;1;1;10;0,111111111111111;3,49856047537575;0,889;7831;TRUE;NA;TRUE;NA
9;1;1;11;9;1;1;11;0;3,49871092699993;1;8333;TRUE;NA;TRUE;NA
4;4;4;12;0;0;0;0;12;0;0;61;TRUE;NA;TRUE;NA
4;4;4;12;0;0;1;1;10,25;1;0;147;TRUE;NA;TRUE;NA
4;4;4;12;0;1;1;2;8,5;2;0;454;TRUE;NA;TRUE;NA
4;4;4;12;1;1;1;3;6,75;3;0,25;1142;TRUE;NA;TRUE;NA
4;4;4;12;1;1;2;4;5,5;3,08411876203952;0,25;1752;TRUE;NA;TRUE;NA
4;4;4;12;1;2;2;5;4,25;3,16823752407904;0,25;2585;TRUE;NA;TRUE;NA
4;4;4;12;2;2;2;6;3;3,25235628611857;0,5;3679;TRUE;NA;TRUE;NA
4;4;4;12;2;2;3;7;2,25;3,25943225224563;0,5;4611;TRUE;NA;TRUE;NA
4;4;4;12;2;3;3;8;1,5;3,26650821837269;0,5;5590;TRUE;NA;TRUE;NA
4;4;4;12;3;3;3;9;0,75;3,27358418449975;0,75;6555;TRUE;NA;TRUE;NA
4;4;4;12;3;4;3;10;0,5;3,27417940601059;0,75;7323;TRUE;NA;TRUE;NA
4;4;4;12;3;4;4;11;0,25;3,27477462752144;0,75;7932;TRUE;NA;TRUE;NA
4;4;4;12;4;4;4;12;0;3,27536984903228;1;8397;TRUE;NA;TRUE;NA
5;4;3;12;0;0;0;0;12;0;0;60;TRUE;NA;TRUE;NA
5;4;3;12;0;0;1;1;10,3333333333333;1;0;146;TRUE;NA;TRUE;NA
5;4;3;12;0;1;1;2;8,58333333333333;2;0;453;TRUE;NA;TRUE;NA
5;4;3;12;1;1;1;3;6,78333333333333;3;0,2;1141;TRUE;NA;TRUE;NA
5;4;3;12;2;1;1;4;5,38333333333333;3,13801118920923;0,25;2017;TRUE;NA;TRUE;NA
5;4;3;12;2;2;1;5;4,13333333333333;3,22212995124875;0,333;2834;TRUE;NA;TRUE;NA
5;4;3;12;2;2;2;6;3,13333333333333;3,25898727777679;0,4;3678;TRUE;NA;TRUE;NA
5;4;3;12;3;2;2;7;2,13333333333333;3,27803436612374;0,5;4789;TRUE;NA;TRUE;NA
5;4;3;12;3;3;2;8;1,38333333333333;3,2851103322508;0,6;5714;TRUE;NA;TRUE;NA
5;4;3;12;4;3;2;9;0,783333333333333;3,28773904356453;0,667;6678;TRUE;NA;TRUE;NA
5;4;3;12;4;3;3;10;0,45;3,28909750608333;0,75;7371;TRUE;NA;TRUE;NA
5;4;3;12;4;4;3;11;0,2;3,28969272759417;0,8;7965;TRUE;NA;TRUE;NA
5;4;3;12;5;4;3;12;0;3,29005551916867;1;8429;TRUE;NA;TRUE;NA
5;5;2;12;0;0;0;0;12;0;0;59;TRUE;NA;TRUE;NA
5;5;2;12;0;0;1;1;10,5;1;0;145;TRUE;NA;TRUE;NA
5;5;2;12;0;1;1;2;8,7;2;0;452;TRUE;NA;TRUE;NA
5;5;2;12;1;1;1;3;6,9;3;0,2;1140;TRUE;NA;TRUE;NA
5;5;2;12;1;2;1;4;5,5;3,13801118920923;0,2;1819;TRUE;NA;TRUE;NA
5;5;2;12;2;2;1;5;4,1;3,27602237841845;0,4;2833;TRUE;NA;TRUE;NA
5;5;2;12;2;3;1;6;3,1;3,2950694667654;0,4;3738;TRUE;NA;TRUE;NA
5;5;2;12;3;3;1;7;2,1;3,31411655511234;0,5;4849;TRUE;NA;TRUE;NA
5;5;2;12;3;3;2;8;1,6;3,3211925212394;0,6;5713;TRUE;NA;TRUE;NA
5;5;2;12;3;4;2;9;1;3,32382123255314;0,6;6582;TRUE;NA;TRUE;NA
5;5;2;12;4;4;2;10;0,4;3,32644994386688;0,8;7398;TRUE;NA;TRUE;NA
5;5;2;12;4;5;2;11;0,2;3,32681273544137;0,8;7980;TRUE;NA;TRUE;NA
5;5;2;12;5;5;2;12;0;3,32717552701587;1;8442;TRUE;NA;TRUE;NA
6;3;3;12;0;0;0;0;12;0;0;58;TRUE;NA;TRUE;NA
6;3;3;12;0;0;1;1;10,3333333333333;1;0;144;TRUE;NA;TRUE;NA
6;3;3;12;0;1;1;2;8,66666666666667;2;0;451;TRUE;NA;TRUE;NA
6;3;3;12;1;1;1;3;6,83333333333333;3;0,167;1139;TRUE;NA;TRUE;NA
6;3;3;12;2;1;1;4;5,33333333333333;3,19198262038019;0,333;2015;TRUE;NA;TRUE;NA
6;3;3;12;2;1;2;5;4,33333333333333;3,22883994690823;0,333;2763;TRUE;NA;TRUE;NA
6;3;3;12;2;2;2;6;3,33333333333333;3,26569727343627;0,333;3676;TRUE;NA;TRUE;NA
6;3;3;12;3;2;2;7;2,16666666666667;3,30255459996431;0,5;4787;TRUE;NA;TRUE;NA
6;3;3;12;4;2;2;8;1,33333333333333;3,30963056609137;0,667;5853;TRUE;NA;TRUE;NA
6;3;3;12;4;3;2;9;1;3,31098902861017;0,667;6676;TRUE;NA;TRUE;NA
6;3;3;12;5;2;3;10;0,5;3,31234749112897;0,667;7456;TRUE;NA;TRUE;NA
6;3;3;12;5;3;3;11;0,166666666666667;3,31370595364776;0,833;8012;TRUE;NA;TRUE;NA
6;3;3;12;6;3;3;12;0;3,31396675484181;1;8466;TRUE;NA;TRUE;NA
6;4;2;12;0;0;0;0;12;0;0;57;TRUE;NA;TRUE;NA
6;4;2;12;0;0;1;1;10,5;1;0;143;TRUE;NA;TRUE;NA
6;4;2;12;0;1;1;2;8,75;2;0;450;TRUE;NA;TRUE;NA
6;4;2;12;1;1;1;3;6,91666666666667;3;0,167;1138;TRUE;NA;TRUE;NA
6;4;2;12;2;1;1;4;5,41666666666667;3,19198262038019;0,25;2014;TRUE;NA;TRUE;NA
6;4;2;12;2;2;1;5;4,16666666666667;3,27610138241971;0,333;2831;TRUE;NA;TRUE;NA
6;4;2;12;3;2;1;6;3;3,31295870894775;0,5;3925;TRUE;NA;TRUE;NA
6;4;2;12;3;2;2;7;2,5;3,32003467507481;0,5;4786;TRUE;NA;TRUE;NA
6;4;2;12;3;3;2;8;1,75;3,32711064120187;0,5;5711;TRUE;NA;TRUE;NA
6;4;2;12;4;3;2;9;0,916666666666667;3,33418660732894;0,667;6675;TRUE;NA;TRUE;NA
6;4;2;12;5;3;2;10;0,416666666666667;3,33554506984773;0,75;7487;TRUE;NA;TRUE;NA
6;4;2;12;5;4;2;11;0,166666666666667;3,33614029135857;0,833;8036;TRUE;NA;TRUE;NA
6;4;2;12;6;4;2;12;0;3,33640109255262;1;8484;TRUE;NA;TRUE;NA
6;5;1;12;0;0;0;0;12;0;0;56;TRUE;NA;TRUE;NA
6;5;1;12;0;0;1;1;11;1;0;142;TRUE;NA;TRUE;NA
6;5;1;12;0;1;1;2;9,2;2;0;449;TRUE;NA;TRUE;NA
6;5;1;12;1;1;1;3;7,36666666666667;3;0,167;1137;TRUE;NA;TRUE;NA
6;5;1;12;2;1;1;4;5,86666666666667;3,19198262038019;0,2;2013;TRUE;NA;TRUE;NA
6;5;1;12;2;2;1;5;4,46666666666667;3,32999380958941;0,333;2830;TRUE;NA;TRUE;NA
6;5;1;12;3;2;1;6;3,3;3,36685113611746;0,4;3924;TRUE;NA;TRUE;NA
6;5;1;12;3;3;1;7;2,3;3,3858982244644;0,5;4846;TRUE;NA;TRUE;NA
6;5;1;12;4;3;1;8;1,46666666666667;3,39297419059146;0,6;5911;TRUE;NA;TRUE;NA
6;5;1;12;4;4;1;9;0,866666666666667;3,3956029019052;0,667;6720;TRUE;NA;TRUE;NA
6;5;1;12;5;4;1;10;0,366666666666666;3,39696136442399;0,8;7527;TRUE;NA;TRUE;NA
6;5;1;12;5;5;1;11;0,166666666666667;3,39732415599849;0,833;8059;TRUE;NA;TRUE;NA
6;5;1;12;6;5;1;12;0;3,39758495719254;1;8501;TRUE;NA;TRUE;NA
7;3;2;12;0;0;0;0;12;0;0;55;TRUE;NA;TRUE;NA
7;3;2;12;0;0;1;1;10,5;1;0;141;TRUE;NA;TRUE;NA
7;3;2;12;0;1;1;2;8,83333333333333;2;0;448;TRUE;NA;TRUE;NA
7;3;2;12;1;1;1;3;6,97619047619048;3;0,143;1136;TRUE;NA;TRUE;NA
7;3;2;12;2;1;1;4;5,40476190476191;3,24302618535723;0,286;2012;TRUE;NA;TRUE;NA
7;3;2;12;3;1;1;5;4,11904761904762;3,30208791212652;0,333;3026;TRUE;NA;TRUE;NA
7;3;2;12;3;2;1;6;3,11904761904762;3,33894523865456;0,429;3923;TRUE;NA;TRUE;NA
7;3;2;12;4;2;1;7;2,11904761904762;3,35329878481191;0,5;5032;TRUE;NA;TRUE;NA
7;3;2;12;4;2;2;8;1,61904761904762;3,36037475093898;0,571;5851;TRUE;NA;TRUE;NA
7;3;2;12;5;2;2;9;0,904761904761905;3,36386303850795;0,667;6810;TRUE;NA;TRUE;NA
7;3;2;12;5;3;2;10;0,571428571428571;3,36522150102674;0,714;7486;TRUE;NA;TRUE;NA
7;3;2;12;6;3;2;11;0,142857142857143;3,36606924624806;0,857;8108;TRUE;NA;TRUE;NA
7;3;2;12;7;3;2;12;0;3,36627527053535;1;8533;TRUE;NA;TRUE;NA
7;4;1;12;0;0;0;0;12;0;0;54;TRUE;NA;TRUE;NA
7;4;1;12;0;0;1;1;11;1;0;140;TRUE;NA;TRUE;NA
7;4;1;12;0;1;1;2;9,25;2;0;447;TRUE;NA;TRUE;NA
7;4;1;12;1;1;1;3;7,39285714285714;3;0,143;1135;TRUE;NA;TRUE;NA
7;4;1;12;2;1;1;4;5,82142857142857;3,24302618535723;0,25;2011;TRUE;NA;TRUE;NA
7;4;1;12;2;2;1;5;4,57142857142857;3,32714494739675;0,286;2828;TRUE;NA;TRUE;NA
7;4;1;12;3;2;1;6;3,28571428571429;3,38620667416604;0,429;3922;TRUE;NA;TRUE;NA
7;4;1;12;4;2;1;7;2,28571428571429;3,40056022032339;0,5;5031;TRUE;NA;TRUE;NA
7;4;1;12;4;3;1;8;1,53571428571429;3,40763618645046;0,571;5909;TRUE;NA;TRUE;NA
7;4;1;12;5;3;1;9;0,821428571428571;3,41112447401943;0,714;6863;TRUE;NA;TRUE;NA
7;4;1;12;6;3;1;10;0,392857142857143;3,41197221924074;0,75;7643;TRUE;NA;TRUE;NA
7;4;1;12;6;4;1;11;0,142857142857143;3,41256744075158;0,857;8139;TRUE;NA;TRUE;NA
7;4;1;12;7;4;1;12;0;3,41277346503888;1;8553;TRUE;NA;TRUE;NA
8;2;2;12;0;0;0;0;12;0;0;53;TRUE;NA;TRUE;NA
8;2;2;12;0;0;1;1;10,5;1;0;139;TRUE;NA;TRUE;NA
8;2;2;12;0;1;1;2;9;2;0;446;TRUE;NA;TRUE;NA
8;2;2;12;1;1;1;3;7,125;3;0,125;1134;TRUE;NA;TRUE;NA
8;2;2;12;2;1;1;4;5,5;3,29003234654004;0,25;2010;TRUE;NA;TRUE;NA
8;2;2;12;3;1;1;5;4,125;3,37415110857956;0,375;3024;TRUE;NA;TRUE;NA
8;2;2;12;4;1;1;6;3;3,39854827052193;0,5;4117;TRUE;NA;TRUE;NA
8;2;2;12;4;1;2;7;2,5;3,40562423664899;0,5;4964;TRUE;NA;TRUE;NA
8;2;2;12;4;2;2;8;2;3,41270020277605;0,5;5850;TRUE;NA;TRUE;NA
8;2;2;12;5;2;2;9;1,125;3,41977616890311;0,625;6809;TRUE;NA;TRUE;NA
8;2;2;12;6;2;2;10;0,5;3,42182842796298;0,75;7599;TRUE;NA;TRUE;NA
8;2;2;12;7;2;2;11;0,125;3,42242364947383;0,875;8187;TRUE;NA;TRUE;NA
8;2;2;12;8;2;2;12;0;3,42259628296533;1;8579;TRUE;NA;TRUE;NA
8;3;1;12;0;0;0;0;12;0;0;52;TRUE;NA;TRUE;NA
8;3;1;12;0;0;1;1;11;1;0;138;TRUE;NA;TRUE;NA
8;3;1;12;0;1;1;2;9,33333333333333;2;0;445;TRUE;NA;TRUE;NA
8;3;1;12;1;1;1;3;7,45833333333333;3;0,125;1133;TRUE;NA;TRUE;NA
8;3;1;12;2;1;1;4;5,83333333333333;3,29003234654004;0,25;2009;TRUE;NA;TRUE;NA
8;3;1;12;3;1;1;5;4,45833333333333;3,37415110857956;0,333;3023;TRUE;NA;TRUE;NA
8;3;1;12;3;2;1;6;3,45833333333333;3,41100843510761;0,375;3920;TRUE;NA;TRUE;NA
8;3;1;12;4;2;1;7;2,33333333333333;3,43540559704997;0,5;5029;TRUE;NA;TRUE;NA
8;3;1;12;5;2;1;8;1,45833333333333;3,44248156317703;0,625;6085;TRUE;NA;TRUE;NA
8;3;1;12;6;2;1;9;0,833333333333333;3,4445338222369;0,667;7009;TRUE;NA;TRUE;NA
8;3;1;12;6;3;1;10;0,5;3,4458922847557;0,75;7642;TRUE;NA;TRUE;NA
8;3;1;12;7;3;1;11;0,125;3,44648750626654;0,875;8218;TRUE;NA;TRUE;NA
8;3;1;12;8;3;1;12;0;3,44666013975804;1;8598;TRUE;NA;TRUE;NA
9;2;1;12;0;0;0;0;12;0;0;51;TRUE;NA;TRUE;NA
9;2;1;12;0;0;1;1;11;1;0;137;TRUE;NA;TRUE;NA
9;2;1;12;0;1;1;2;9,5;2;0;444;TRUE;NA;TRUE;NA
9;2;1;12;1;1;1;3;7,61111111111111;3;0,111;1132;TRUE;NA;TRUE;NA
9;2;1;12;2;1;1;4;5,94444444444444;3,33279332745973;0,222;2008;TRUE;NA;TRUE;NA
9;2;1;12;3;1;1;5;4,5;3,44354472626144;0,333;3022;TRUE;NA;TRUE;NA
9;2;1;12;4;1;1;6;3,27777777777778;3,48040205278949;0,444;4115;TRUE;NA;TRUE;NA
9;2;1;12;5;1;1;7;2,27777777777778;3,49266792512602;0,5;5217;TRUE;NA;TRUE;NA
9;2;1;12;5;2;1;8;1,77777777777778;3,49974389125309;0,556;6084;TRUE;NA;TRUE;NA
9;2;1;12;6;2;1;9;1;3,50382589172216;0,667;7008;TRUE;NA;TRUE;NA
9;2;1;12;7;2;1;10;0,444444444444444;3,50518435424095;0,778;7746;TRUE;NA;TRUE;NA
9;2;1;12;8;2;1;11;0,111111111111111;3,50563644150281;0,889;8282;TRUE;NA;TRUE;NA
9;2;1;12;9;2;1;12;0;3,50578689312699;1;8633;TRUE;NA;TRUE;NA
10;1;1;12;0;0;0;0;12;0;0;50;TRUE;NA;TRUE;NA
10;1;1;12;0;0;1;1;11;1;0;136;TRUE;NA;TRUE;NA
10;1;1;12;0;1;1;2;10;2;0;443;TRUE;NA;TRUE;NA
10;1;1;12;1;1;1;3;8,1;3;0,1;1131;TRUE;NA;TRUE;NA
10;1;1;12;2;1;1;4;6,4;3,37149857228424;0,2;2007;TRUE;NA;TRUE;NA
10;1;1;12;3;1;1;5;4,9;3,50950976149346;0,3;3021;TRUE;NA;TRUE;NA
10;1;1;12;4;1;1;6;3,6;3,56078072124394;0,4;4114;TRUE;NA;TRUE;NA
10;1;1;12;5;1;1;7;2,5;3,57982780959089;0,5;5216;TRUE;NA;TRUE;NA
10;1;1;12;6;1;1;8;1,6;3,58690377571795;0,6;6246;TRUE;NA;TRUE;NA
10;1;1;12;7;1;1;9;0,9;3,58953248703168;0,7;7130;TRUE;NA;TRUE;NA
10;1;1;12;8;1;1;10;0,4;3,59050904953168;0,8;7827;TRUE;NA;TRUE;NA
10;1;1;12;9;1;1;11;0,1;3,59087184110618;0,9;8331;TRUE;NA;TRUE;NA
10;1;1;12;10;1;1;12;0;3,59100661765814;1;8659;TRUE;NA;TRUE;NA
5;4;4;13;0;0;0;0;13;0;0;49;TRUE;NA;TRUE;NA
5;4;4;13;0;0;1;1;11,25;1;0;135;TRUE;NA;TRUE;NA
5;4;4;13;0;1;1;2;9,5;2;0;442;TRUE;NA;TRUE;NA
5;4;4;13;1;1;1;3;7,7;3;0,2;1130;TRUE;NA;TRUE;NA
5;4;4;13;2;1;1;4;6,3;3,13801118920923;0,25;2006;TRUE;NA;FALSE;2578
5;4;4;13;2;1;2;5;5,05;3,22212995124875;0,25;2759;TRUE;NA;TRUE;NA
5;4;4;13;2;2;2;6;3,8;3,30624871328827;0,4;3672;TRUE;NA;TRUE;NA
5;4;4;13;3;2;2;7;2,8;3,32529580163522;0,5;4783;TRUE;NA;TRUE;NA
5;4;4;13;3;2;3;8;2,05;3,33237176776228;0,5;5675;TRUE;NA;TRUE;NA
5;4;4;13;3;3;3;9;1,3;3,33944773388934;0,6;6552;TRUE;NA;TRUE;NA
5;4;4;13;4;3;3;10;0,7;3,34207644520307;0,75;7369;TRUE;NA;TRUE;NA
5;4;4;13;4;3;4;11;0,45;3,34267166671392;0,75;7950;TRUE;NA;TRUE;NA
5;4;4;13;4;4;4;12;0,2;3,34326688822476;0,8;8396;TRUE;NA;TRUE;NA
5;4;4;13;5;4;4;13;0;3,34362967979926;1;8698;TRUE;NA;TRUE;NA
5;5;3;13;0;0;0;0;13;0;0;48;TRUE;NA;TRUE;NA
5;5;3;13;0;0;1;1;11,3333333333333;1;0;134;TRUE;NA;TRUE;NA
5;5;3;13;0;1;1;2;9,53333333333333;2;0;441;TRUE;NA;TRUE;NA
5;5;3;13;1;1;1;3;7,73333333333333;3;0,2;1129;TRUE;NA;TRUE;NA
5;5;3;13;1;2;1;4;6,33333333333333;3,13801118920923;0,2;1809;TRUE;NA;TRUE;NA
5;5;3;13;2;2;1;5;4,93333333333333;3,27602237841845;0,333;2823;TRUE;NA;TRUE;NA
5;5;3;13;2;2;2;6;3,93333333333333;3,3128797049465;0,4;3671;TRUE;NA;FALSE;4841
5;5;3;13;2;3;2;7;2,93333333333333;3,33192679329344;0,4;4641;TRUE;NA;TRUE;NA
5;5;3;13;3;3;2;8;1,93333333333333;3,35097388164039;0,6;5708;TRUE;NA;TRUE;NA
5;5;3;13;3;4;2;9;1,33333333333333;3,35360259295412;0,6;6579;TRUE;NA;TRUE;NA
5;5;3;13;4;4;2;10;0,733333333333333;3,35623130426786;0,667;7395;TRUE;NA;TRUE;NA
5;5;3;13;4;4;3;11;0,4;3,35758976678665;0,8;7963;TRUE;NA;TRUE;NA
5;5;3;13;4;5;3;12;0,2;3,35795255836115;0,8;8404;TRUE;NA;TRUE;NA
5;5;3;13;5;5;3;13;0;3,35831534993564;1;8705;TRUE;NA;TRUE;NA
6;4;3;13;0;0;0;0;13;0;0;47;TRUE;NA;TRUE;NA
6;4;3;13;0;0;1;1;11,3333333333333;1;0;133;TRUE;NA;TRUE;NA
6;4;3;13;0;1;1;2;9,58333333333333;2;0;440;TRUE;NA;TRUE;NA
6;4;3;13;1;1;1;3;7,75;3;0,167;1128;TRUE;NA;TRUE;NA
6;4;3;13;2;1;1;4;6,25;3,19198262038019;0,25;2004;TRUE;NA;TRUE;NA
6;4;3;13;2;2;1;5;5;3,27610138241971;0,333;2822;TRUE;NA;TRUE;NA
6;4;3;13;2;2;2;6;4;3,31295870894775;0,333;3670;TRUE;NA;TRUE;NA
6;4;3;13;3;2;2;7;2,83333333333333;3,34981603547579;0,5;4781;TRUE;NA;TRUE;NA
6;4;3;13;3;3;2;8;2,08333333333333;3,35689200160286;0,5;5707;TRUE;NA;TRUE;NA
6;4;3;13;4;3;2;9;1,25;3,36396796772992;0,667;6671;TRUE;NA;TRUE;NA
6;4;3;13;4;3;3;10;0,916666666666667;3,36532643024871;0,667;7367;TRUE;NA;TRUE;NA
6;4;3;13;5;3;3;11;0,416666666666667;3,36668489276751;0,75;8009;TRUE;NA;TRUE;NA
6;4;3;13;5;4;3;12;0,166666666666667;3,36728011427835;0,833;8426;TRUE;NA;TRUE;NA
6;4;3;13;6;4;3;13;0;3,3675409154724;1;8721;TRUE;NA;TRUE;NA
6;5;2;13;0;0;0;0;13;0;0;46;TRUE;NA;TRUE;NA
6;5;2;13;0;0;1;1;11,5;1;0;132;TRUE;NA;TRUE;NA
6;5;2;13;0;1;1;2;9,7;2;0;439;TRUE;NA;TRUE;NA
6;5;2;13;1;1;1;3;7,86666666666667;3;0,167;1127;TRUE;NA;TRUE;NA
6;5;2;13;2;1;1;4;6,36666666666667;3,19198262038019;0,2;2003;TRUE;NA;TRUE;NA
6;5;2;13;2;2;1;5;4,96666666666667;3,32999380958941;0,333;2821;TRUE;NA;TRUE;NA
6;5;2;13;3;2;1;6;3,8;3,36685113611746;0,4;3915;TRUE;NA;TRUE;NA
6;5;2;13;3;3;1;7;2,8;3,3858982244644;0,5;4839;TRUE;NA;TRUE;NA
6;5;2;13;3;3;2;8;2,3;3,39297419059146;0,5;5706;TRUE;NA;TRUE;NA
6;5;2;13;4;3;2;9;1,46666666666667;3,40005015671852;0,6;6670;TRUE;NA;TRUE;NA
